"IndicatorCode","IndicatorName","VariableName","MeasurementName","CountryCode","Alpha3Code","CountryName","PeriodCode","Value",
"25","Total population, pers.","Total population","Persons","276","DEU","Germany","2008","82110097",
"25","Total population, pers.","Total population","Persons","276","DEU","Germany","2009","81902307",
"25","Total population, pers.","Total population","Persons","276","DEU","Germany","2010","81012161",
"25","Total population, pers.","Total population","Persons","276","DEU","Germany","2011","80274983",
"25","Total population, pers.","Total population","Persons","276","DEU","Germany","2012","80425823",
"25","Total population, pers.","Total population","Persons","276","DEU","Germany","2013","80645605",
"25","Total population, pers.","Total population","Persons","276","DEU","Germany","2014","80982500",
"25","Total population, pers.","Total population","Persons","276","DEU","Germany","2015","81686611",
"25","Total population, pers.","Total population","Persons","276","DEU","Germany","2016","82348669",
"25","Total population, pers.","Total population","Persons","276","DEU","Germany","2017","82657002",
"25","Total population, pers.","Total population","Persons","276","DEU","Germany","2018","82905782",
"25","Total population, pers.","Total population","Persons","276","DEU","Germany","2019","83092962",
"25","Total population, pers.","Total population","Persons","276","DEU","Germany","2020","83160871",
"25","Total population, pers.","Total population","Persons","276","DEU","Germany","2021","83196078",
"25","Total population, pers.","Total population","Persons","276","DEU","Germany","2022","83177813",
"25","Total population, pers.","Total population","Persons","276","DEU","Germany","2023","83287273",
"25","Total population, pers.","Total population","Persons","276","DEU","Germany","2024","83516593",
"25","Total population, pers.","Total population","Persons","300","GRC","Greece","2005","10987314",
"25","Total population, pers.","Total population","Persons","300","GRC","Greece","2006","11020362",
"25","Total population, pers.","Total population","Persons","300","GRC","Greece","2007","11048473",
"25","Total population, pers.","Total population","Persons","300","GRC","Greece","2008","11077841",
"25","Total population, pers.","Total population","Persons","300","GRC","Greece","2009","11107017",
"25","Total population, pers.","Total population","Persons","300","GRC","Greece","2010","11121341",
"25","Total population, pers.","Total population","Persons","300","GRC","Greece","2011","11098059",
"25","Total population, pers.","Total population","Persons","300","GRC","Greece","2012","11026366",
"25","Total population, pers.","Total population","Persons","300","GRC","Greece","2013","10937150",
"25","Total population, pers.","Total population","Persons","300","GRC","Greece","2014","10856168",
"25","Total population, pers.","Total population","Persons","300","GRC","Greece","2015","10776728",
"25","Total population, pers.","Total population","Persons","300","GRC","Greece","2016","10721471",
"25","Total population, pers.","Total population","Persons","300","GRC","Greece","2017","10687432",
"25","Total population, pers.","Total population","Persons","300","GRC","Greece","2018","10651275",
"25","Total population, pers.","Total population","Persons","300","GRC","Greece","2019","10623902",
"25","Total population, pers.","Total population","Persons","300","GRC","Greece","2020","10583968",
"25","Total population, pers.","Total population","Persons","300","GRC","Greece","2021","10508486",
"25","Total population, pers.","Total population","Persons","300","GRC","Greece","2022","10431748",
"25","Total population, pers.","Total population","Persons","300","GRC","Greece","2023","10388816",
"25","Total population, pers.","Total population","Persons","300","GRC","Greece","2024","10374050",
"25","Total population, pers.","Total population","Persons","348","HUN","Hungary","2005","10087065",
"25","Total population, pers.","Total population","Persons","348","HUN","Hungary","2006","10071370",
"25","Total population, pers.","Total population","Persons","348","HUN","Hungary","2007","10055780",
"25","Total population, pers.","Total population","Persons","348","HUN","Hungary","2008","10038188",
"25","Total population, pers.","Total population","Persons","348","HUN","Hungary","2009","10022650",
"25","Total population, pers.","Total population","Persons","348","HUN","Hungary","2010","10000023",
"25","Total population, pers.","Total population","Persons","348","HUN","Hungary","2011","9958824",
"25","Total population, pers.","Total population","Persons","348","HUN","Hungary","2012","9913588",
"25","Total population, pers.","Total population","Persons","348","HUN","Hungary","2013","9872734",
"25","Total population, pers.","Total population","Persons","348","HUN","Hungary","2014","9833038",
"25","Total population, pers.","Total population","Persons","348","HUN","Hungary","2015","9797755",
"25","Total population, pers.","Total population","Persons","348","HUN","Hungary","2016","9759755",
"25","Total population, pers.","Total population","Persons","348","HUN","Hungary","2017","9726756",
"25","Total population, pers.","Total population","Persons","348","HUN","Hungary","2018","9706964",
"25","Total population, pers.","Total population","Persons","348","HUN","Hungary","2019","9694824",
"25","Total population, pers.","Total population","Persons","348","HUN","Hungary","2020","9670419",
"25","Total population, pers.","Total population","Persons","348","HUN","Hungary","2021","9630932",
"25","Total population, pers.","Total population","Persons","348","HUN","Hungary","2022","9605074",
"25","Total population, pers.","Total population","Persons","348","HUN","Hungary","2023","9592186",
"25","Total population, pers.","Total population","Persons","348","HUN","Hungary","2024","9562065",
"25","Total population, pers.","Total population","Persons","352","ISL","Iceland","2005","296734",
"25","Total population, pers.","Total population","Persons","352","ISL","Iceland","2006","303782",
"25","Total population, pers.","Total population","Persons","352","ISL","Iceland","2007","311566",
"25","Total population, pers.","Total population","Persons","352","ISL","Iceland","2008","317414",
"25","Total population, pers.","Total population","Persons","352","ISL","Iceland","2009","318499",
"25","Total population, pers.","Total population","Persons","352","ISL","Iceland","2010","318041",
"25","Total population, pers.","Total population","Persons","352","ISL","Iceland","2011","319014",
"25","Total population, pers.","Total population","Persons","352","ISL","Iceland","2012","320716",
"25","Total population, pers.","Total population","Persons","352","ISL","Iceland","2013","323764",
"25","Total population, pers.","Total population","Persons","352","ISL","Iceland","2014","327386",
"25","Total population, pers.","Total population","Persons","352","ISL","Iceland","2015","330815",
"25","Total population, pers.","Total population","Persons","352","ISL","Iceland","2016","335439",
"25","Total population, pers.","Total population","Persons","352","ISL","Iceland","2017","343400",
"25","Total population, pers.","Total population","Persons","352","ISL","Iceland","2018","352721",
"25","Total population, pers.","Total population","Persons","352","ISL","Iceland","2019","360563",
"25","Total population, pers.","Total population","Persons","352","ISL","Iceland","2020","366463",
"25","Total population, pers.","Total population","Persons","352","ISL","Iceland","2021","372520",
"25","Total population, pers.","Total population","Persons","352","ISL","Iceland","2022","382003",
"25","Total population, pers.","Total population","Persons","352","ISL","Iceland","2023","385663",
"25","Total population, pers.","Total population","Persons","352","ISL","Iceland","2024","386506",
"25","Total population, pers.","Total population","Persons","372","IRL","Ireland","2005","4159914",
"25","Total population, pers.","Total population","Persons","372","IRL","Ireland","2006","4274137",
"25","Total population, pers.","Total population","Persons","372","IRL","Ireland","2007","4398942",
"25","Total population, pers.","Total population","Persons","372","IRL","Ireland","2008","4489544",
"25","Total population, pers.","Total population","Persons","372","IRL","Ireland","2009","4535375",
"25","Total population, pers.","Total population","Persons","372","IRL","Ireland","2010","4560155",
"25","Total population, pers.","Total population","Persons","372","IRL","Ireland","2011","4580084",
"25","Total population, pers.","Total population","Persons","372","IRL","Ireland","2012","4599533",
"25","Total population, pers.","Total population","Persons","372","IRL","Ireland","2013","4623816",
"25","Total population, pers.","Total population","Persons","372","IRL","Ireland","2014","4657740",
"25","Total population, pers.","Total population","Persons","372","IRL","Ireland","2015","4701957",
"25","Total population, pers.","Total population","Persons","372","IRL","Ireland","2016","4762722",
"25","Total population, pers.","Total population","Persons","372","IRL","Ireland","2017","4827445",
"25","Total population, pers.","Total population","Persons","372","IRL","Ireland","2018","4898022",
"25","Total population, pers.","Total population","Persons","372","IRL","Ireland","2019","4976456",
"25","Total population, pers.","Total population","Persons","372","IRL","Ireland","2020","5039747",
"25","Total population, pers.","Total population","Persons","372","IRL","Ireland","2021","5110585",
"25","Total population, pers.","Total population","Persons","372","IRL","Ireland","2022","5212836",
"25","Total population, pers.","Total population","Persons","372","IRL","Ireland","2023","5311538",
"25","Total population, pers.","Total population","Persons","372","IRL","Ireland","2024","5395980",
"25","Total population, pers.","Total population","Persons","376","ISR","Israel","2005","6930128",
"25","Total population, pers.","Total population","Persons","376","ISR","Israel","2006","7053707",
"25","Total population, pers.","Total population","Persons","376","ISR","Israel","2007","7180115",
"25","Total population, pers.","Total population","Persons","376","ISR","Israel","2008","7308795",
"25","Total population, pers.","Total population","Persons","376","ISR","Israel","2009","7485565",
"25","Total population, pers.","Total population","Persons","376","ISR","Israel","2010","7623561",
"25","Total population, pers.","Total population","Persons","376","ISR","Israel","2011","7765832",
"25","Total population, pers.","Total population","Persons","376","ISR","Israel","2012","7910525",
"25","Total population, pers.","Total population","Persons","376","ISR","Israel","2013","8059455",
"25","Total population, pers.","Total population","Persons","376","ISR","Israel","2014","8215662",
"25","Total population, pers.","Total population","Persons","376","ISR","Israel","2015","8380149",
"25","Total population, pers.","Total population","Persons","376","ISR","Israel","2016","8546009",
"25","Total population, pers.","Total population","Persons","376","ISR","Israel","2017","8713268",
"25","Total population, pers.","Total population","Persons","376","ISR","Israel","2018","8882764",
"25","Total population, pers.","Total population","Persons","376","ISR","Israel","2019","9054026",
"25","Total population, pers.","Total population","Persons","376","ISR","Israel","2020","9215117",
"25","Total population, pers.","Total population","Persons","376","ISR","Israel","2021","9371368",
"25","Total population, pers.","Total population","Persons","376","ISR","Israel","2022","..",
"25","Total population, pers.","Total population","Persons","376","ISR","Israel","2023","..",
"25","Total population, pers.","Total population","Persons","376","ISR","Israel","2024","..",
"25","Total population, pers.","Total population","Persons","380","ITA","Italy","2005","58166682",
"25","Total population, pers.","Total population","Persons","380","ITA","Italy","2006","58399861",
"25","Total population, pers.","Total population","Persons","380","ITA","Italy","2007","58756247",
"25","Total population, pers.","Total population","Persons","380","ITA","Italy","2008","59211181",
"25","Total population, pers.","Total population","Persons","380","ITA","Italy","2009","59555454",
"25","Total population, pers.","Total population","Persons","380","ITA","Italy","2010","59819407",
"25","Total population, pers.","Total population","Persons","380","ITA","Italy","2011","60026841",
"25","Total population, pers.","Total population","Persons","380","ITA","Italy","2012","60191247",
"25","Total population, pers.","Total population","Persons","380","ITA","Italy","2013","60311613",
"25","Total population, pers.","Total population","Persons","380","ITA","Italy","2014","60320707",
"25","Total population, pers.","Total population","Persons","380","ITA","Italy","2015","60229605",
"25","Total population, pers.","Total population","Persons","380","ITA","Italy","2016","60115223",
"25","Total population, pers.","Total population","Persons","380","ITA","Italy","2017","60002252",
"25","Total population, pers.","Total population","Persons","380","ITA","Italy","2018","59877221",
"25","Total population, pers.","Total population","Persons","380","ITA","Italy","2019","59729081",
"25","Total population, pers.","Total population","Persons","380","ITA","Italy","2020","59438851",
"25","Total population, pers.","Total population","Persons","380","ITA","Italy","2021","59133173",
"25","Total population, pers.","Total population","Persons","380","ITA","Italy","2022","59013667",
"25","Total population, pers.","Total population","Persons","380","ITA","Italy","2023","58984216",
"25","Total population, pers.","Total population","Persons","380","ITA","Italy","2024","58957347",
"25","Total population, pers.","Total population","Persons","398","KAZ","Kazakhstan","2005","15147029",
"25","Total population, pers.","Total population","Persons","398","KAZ","Kazakhstan","2006","15308085",
"25","Total population, pers.","Total population","Persons","398","KAZ","Kazakhstan","2007","15484192",
"25","Total population, pers.","Total population","Persons","398","KAZ","Kazakhstan","2008","15776938",
"25","Total population, pers.","Total population","Persons","398","KAZ","Kazakhstan","2009","16092822",
"25","Total population, pers.","Total population","Persons","398","KAZ","Kazakhstan","2010","16321872",
"25","Total population, pers.","Total population","Persons","398","KAZ","Kazakhstan","2011","16557202",
"25","Total population, pers.","Total population","Persons","398","KAZ","Kazakhstan","2012","16792090",
"25","Total population, pers.","Total population","Persons","398","KAZ","Kazakhstan","2013","17035551",
"25","Total population, pers.","Total population","Persons","398","KAZ","Kazakhstan","2014","17288285",
"25","Total population, pers.","Total population","Persons","398","KAZ","Kazakhstan","2015","17542806",
"25","Total population, pers.","Total population","Persons","398","KAZ","Kazakhstan","2016","17794055",
"25","Total population, pers.","Total population","Persons","398","KAZ","Kazakhstan","2017","18037776",
"25","Total population, pers.","Total population","Persons","398","KAZ","Kazakhstan","2018","18276452",
"25","Total population, pers.","Total population","Persons","398","KAZ","Kazakhstan","2019","18513673",
"25","Total population, pers.","Total population","Persons","398","KAZ","Kazakhstan","2020","18755666",
"25","Total population, pers.","Total population","Persons","398","KAZ","Kazakhstan","2021","19000988",
"25","Total population, pers.","Total population","Persons","398","KAZ","Kazakhstan","2022","..",
"25","Total population, pers.","Total population","Persons","398","KAZ","Kazakhstan","2023","..",
"25","Total population, pers.","Total population","Persons","398","KAZ","Kazakhstan","2024","..",
"25","Total population, pers.","Total population","Persons","417","KGZ","Kyrgyzstan","2005","5162640",
"25","Total population, pers.","Total population","Persons","417","KGZ","Kyrgyzstan","2006","5218373",
"25","Total population, pers.","Total population","Persons","417","KGZ","Kyrgyzstan","2007","5268385",
"25","Total population, pers.","Total population","Persons","417","KGZ","Kyrgyzstan","2008","5318729",
"25","Total population, pers.","Total population","Persons","417","KGZ","Kyrgyzstan","2009","5383277",
"25","Total population, pers.","Total population","Persons","417","KGZ","Kyrgyzstan","2010","5447960",
"25","Total population, pers.","Total population","Persons","417","KGZ","Kyrgyzstan","2011","5514754",
"25","Total population, pers.","Total population","Persons","417","KGZ","Kyrgyzstan","2012","5607511",
"25","Total population, pers.","Total population","Persons","417","KGZ","Kyrgyzstan","2013","5719852",
"25","Total population, pers.","Total population","Persons","417","KGZ","Kyrgyzstan","2014","5835816",
"25","Total population, pers.","Total population","Persons","417","KGZ","Kyrgyzstan","2015","5957271",
"25","Total population, pers.","Total population","Persons","417","KGZ","Kyrgyzstan","2016","6079840",
"25","Total population, pers.","Total population","Persons","417","KGZ","Kyrgyzstan","2017","6198465",
"25","Total population, pers.","Total population","Persons","417","KGZ","Kyrgyzstan","2018","6323115",
"25","Total population, pers.","Total population","Persons","417","KGZ","Kyrgyzstan","2019","6456515",
"25","Total population, pers.","Total population","Persons","417","KGZ","Kyrgyzstan","2020","6580166",
"25","Total population, pers.","Total population","Persons","417","KGZ","Kyrgyzstan","2021","6692064",
"25","Total population, pers.","Total population","Persons","417","KGZ","Kyrgyzstan","2022","..",
"25","Total population, pers.","Total population","Persons","417","KGZ","Kyrgyzstan","2023","..",
"25","Total population, pers.","Total population","Persons","417","KGZ","Kyrgyzstan","2024","..",
"25","Total population, pers.","Total population","Persons","428","LVA","Latvia","2005","2238799",
"25","Total population, pers.","Total population","Persons","428","LVA","Latvia","2006","2218357",
"25","Total population, pers.","Total population","Persons","428","LVA","Latvia","2007","2200325",
"25","Total population, pers.","Total population","Persons","428","LVA","Latvia","2008","2177322",
"25","Total population, pers.","Total population","Persons","428","LVA","Latvia","2009","2141669",
"25","Total population, pers.","Total population","Persons","428","LVA","Latvia","2010","2097555",
"25","Total population, pers.","Total population","Persons","428","LVA","Latvia","2011","2059709",
"25","Total population, pers.","Total population","Persons","428","LVA","Latvia","2012","2034319",
"25","Total population, pers.","Total population","Persons","428","LVA","Latvia","2013","2012647",
"25","Total population, pers.","Total population","Persons","428","LVA","Latvia","2014","1993782",
"25","Total population, pers.","Total population","Persons","428","LVA","Latvia","2015","1977527",
"25","Total population, pers.","Total population","Persons","428","LVA","Latvia","2016","1959537",
"25","Total population, pers.","Total population","Persons","428","LVA","Latvia","2017","1942248",
"25","Total population, pers.","Total population","Persons","428","LVA","Latvia","2018","1927174",
"25","Total population, pers.","Total population","Persons","428","LVA","Latvia","2019","1913822",
"25","Total population, pers.","Total population","Persons","428","LVA","Latvia","2020","1900449",
"25","Total population, pers.","Total population","Persons","428","LVA","Latvia","2021","1884490",
"25","Total population, pers.","Total population","Persons","428","LVA","Latvia","2022","1885498",
"25","Total population, pers.","Total population","Persons","428","LVA","Latvia","2023","1886907",
"25","Total population, pers.","Total population","Persons","428","LVA","Latvia","2024","1869570",
"25","Total population, pers.","Total population","Persons","438","LIE","Liechtenstein","2005","34753",
"25","Total population, pers.","Total population","Persons","438","LIE","Liechtenstein","2006","35037",
"25","Total population, pers.","Total population","Persons","438","LIE","Liechtenstein","2007","35262",
"25","Total population, pers.","Total population","Persons","438","LIE","Liechtenstein","2008","35473",
"25","Total population, pers.","Total population","Persons","438","LIE","Liechtenstein","2009","35742",
"25","Total population, pers.","Total population","Persons","438","LIE","Liechtenstein","2010","36022",
"25","Total population, pers.","Total population","Persons","438","LIE","Liechtenstein","2011","36312",
"25","Total population, pers.","Total population","Persons","438","LIE","Liechtenstein","2012","36657",
"25","Total population, pers.","Total population","Persons","438","LIE","Liechtenstein","2013","36984",
"25","Total population, pers.","Total population","Persons","438","LIE","Liechtenstein","2014","37248",
"25","Total population, pers.","Total population","Persons","438","LIE","Liechtenstein","2015","37494",
"25","Total population, pers.","Total population","Persons","438","LIE","Liechtenstein","2016","37716",
"25","Total population, pers.","Total population","Persons","438","LIE","Liechtenstein","2017","37962",
"25","Total population, pers.","Total population","Persons","438","LIE","Liechtenstein","2018","38246",
"25","Total population, pers.","Total population","Persons","438","LIE","Liechtenstein","2019","38563",
"25","Total population, pers.","Total population","Persons","438","LIE","Liechtenstein","2020","38901",
"25","Total population, pers.","Total population","Persons","438","LIE","Liechtenstein","2021","39182",
"25","Total population, pers.","Total population","Persons","438","LIE","Liechtenstein","2022","39493",
"25","Total population, pers.","Total population","Persons","438","LIE","Liechtenstein","2023","..",
"25","Total population, pers.","Total population","Persons","438","LIE","Liechtenstein","2024","..",
"25","Total population, pers.","Total population","Persons","440","LTU","Lithuania","2005","3322528",
"25","Total population, pers.","Total population","Persons","440","LTU","Lithuania","2006","3269909",
"25","Total population, pers.","Total population","Persons","440","LTU","Lithuania","2007","3231294",
"25","Total population, pers.","Total population","Persons","440","LTU","Lithuania","2008","3198231",
"25","Total population, pers.","Total population","Persons","440","LTU","Lithuania","2009","3162916",
"25","Total population, pers.","Total population","Persons","440","LTU","Lithuania","2010","3097282",
"25","Total population, pers.","Total population","Persons","440","LTU","Lithuania","2011","3028115",
"25","Total population, pers.","Total population","Persons","440","LTU","Lithuania","2012","2989139",
"25","Total population, pers.","Total population","Persons","440","LTU","Lithuania","2013","2961250",
"25","Total population, pers.","Total population","Persons","440","LTU","Lithuania","2014","2937253",
"25","Total population, pers.","Total population","Persons","440","LTU","Lithuania","2015","2911109",
"25","Total population, pers.","Total population","Persons","440","LTU","Lithuania","2016","2877325",
"25","Total population, pers.","Total population","Persons","440","LTU","Lithuania","2017","2842639",
"25","Total population, pers.","Total population","Persons","440","LTU","Lithuania","2018","2819200",
"25","Total population, pers.","Total population","Persons","440","LTU","Lithuania","2019","2811089",
"25","Total population, pers.","Total population","Persons","440","LTU","Lithuania","2020","2810369",
"25","Total population, pers.","Total population","Persons","440","LTU","Lithuania","2021","2808380",
"25","Total population, pers.","Total population","Persons","440","LTU","Lithuania","2022","2831639",
"25","Total population, pers.","Total population","Persons","440","LTU","Lithuania","2023","2871585",
"25","Total population, pers.","Total population","Persons","440","LTU","Lithuania","2024","2888278",
"25","Total population, pers.","Total population","Persons","442","LUX","Luxembourg","2005","465158",
"25","Total population, pers.","Total population","Persons","442","LUX","Luxembourg","2006","472637",
"25","Total population, pers.","Total population","Persons","442","LUX","Luxembourg","2007","479993",
"25","Total population, pers.","Total population","Persons","442","LUX","Luxembourg","2008","488650",
"25","Total population, pers.","Total population","Persons","442","LUX","Luxembourg","2009","497783",
"25","Total population, pers.","Total population","Persons","442","LUX","Luxembourg","2010","506953",
"25","Total population, pers.","Total population","Persons","442","LUX","Luxembourg","2011","518347",
"25","Total population, pers.","Total population","Persons","442","LUX","Luxembourg","2012","530946",
"25","Total population, pers.","Total population","Persons","442","LUX","Luxembourg","2013","543360",
"25","Total population, pers.","Total population","Persons","442","LUX","Luxembourg","2014","556319",
"25","Total population, pers.","Total population","Persons","442","LUX","Luxembourg","2015","569604",
"25","Total population, pers.","Total population","Persons","442","LUX","Luxembourg","2016","583458",
"25","Total population, pers.","Total population","Persons","442","LUX","Luxembourg","2017","596336",
"25","Total population, pers.","Total population","Persons","442","LUX","Luxembourg","2018","607950",
"25","Total population, pers.","Total population","Persons","442","LUX","Luxembourg","2019","620001",
"25","Total population, pers.","Total population","Persons","442","LUX","Luxembourg","2020","630419",
"25","Total population, pers.","Total population","Persons","442","LUX","Luxembourg","2021","640064",
"25","Total population, pers.","Total population","Persons","442","LUX","Luxembourg","2022","653103",
"25","Total population, pers.","Total population","Persons","442","LUX","Luxembourg","2023","666430",
"25","Total population, pers.","Total population","Persons","442","LUX","Luxembourg","2024","677012",
"25","Total population, pers.","Total population","Persons","470","MLT","Malta","2005","403834",
"25","Total population, pers.","Total population","Persons","470","MLT","Malta","2006","405308",
"25","Total population, pers.","Total population","Persons","470","MLT","Malta","2007","406724",
"25","Total population, pers.","Total population","Persons","470","MLT","Malta","2008","409379",
"25","Total population, pers.","Total population","Persons","470","MLT","Malta","2009","412477",
"25","Total population, pers.","Total population","Persons","470","MLT","Malta","2010","414508",
"25","Total population, pers.","Total population","Persons","470","MLT","Malta","2011","416268",
"25","Total population, pers.","Total population","Persons","470","MLT","Malta","2012","419505",
"25","Total population, pers.","Total population","Persons","470","MLT","Malta","2013","424810",
"25","Total population, pers.","Total population","Persons","470","MLT","Malta","2014","433481",
"25","Total population, pers.","Total population","Persons","470","MLT","Malta","2015","444220",
"25","Total population, pers.","Total population","Persons","470","MLT","Malta","2016","454505",
"25","Total population, pers.","Total population","Persons","470","MLT","Malta","2017","467106",
"25","Total population, pers.","Total population","Persons","470","MLT","Malta","2018","483903",
"25","Total population, pers.","Total population","Persons","470","MLT","Malta","2019","503912",
"25","Total population, pers.","Total population","Persons","470","MLT","Malta","2020","515490",
"25","Total population, pers.","Total population","Persons","470","MLT","Malta","2021","518150",
"25","Total population, pers.","Total population","Persons","470","MLT","Malta","2022","531113",
"25","Total population, pers.","Total population","Persons","470","MLT","Malta","2023","552747",
"25","Total population, pers.","Total population","Persons","470","MLT","Malta","2024","568847",
"25","Total population, pers.","Total population","Persons","492","MCO","Monaco","2005","..",
"25","Total population, pers.","Total population","Persons","492","MCO","Monaco","2006","..",
"25","Total population, pers.","Total population","Persons","492","MCO","Monaco","2007","..",
"25","Total population, pers.","Total population","Persons","492","MCO","Monaco","2008","35220",
"25","Total population, pers.","Total population","Persons","492","MCO","Monaco","2009","..",
"25","Total population, pers.","Total population","Persons","492","MCO","Monaco","2010","..",
"25","Total population, pers.","Total population","Persons","492","MCO","Monaco","2011","..",
"25","Total population, pers.","Total population","Persons","492","MCO","Monaco","2012","..",
"25","Total population, pers.","Total population","Persons","492","MCO","Monaco","2013","..",
"25","Total population, pers.","Total population","Persons","492","MCO","Monaco","2014","..",
"25","Total population, pers.","Total population","Persons","492","MCO","Monaco","2015","..",
"25","Total population, pers.","Total population","Persons","492","MCO","Monaco","2016","37308",
"25","Total population, pers.","Total population","Persons","492","MCO","Monaco","2017","..",
"25","Total population, pers.","Total population","Persons","492","MCO","Monaco","2018","..",
"25","Total population, pers.","Total population","Persons","492","MCO","Monaco","2019","..",
"25","Total population, pers.","Total population","Persons","492","MCO","Monaco","2020","..",
"25","Total population, pers.","Total population","Persons","492","MCO","Monaco","2021","..",
"25","Total population, pers.","Total population","Persons","492","MCO","Monaco","2022","..",
"25","Total population, pers.","Total population","Persons","492","MCO","Monaco","2023","..",
"25","Total population, pers.","Total population","Persons","492","MCO","Monaco","2024","..",
"25","Total population, pers.","Total population","Persons","499","MNE","Montenegro","2005","613265",
"25","Total population, pers.","Total population","Persons","499","MNE","Montenegro","2006","613867",
"25","Total population, pers.","Total population","Persons","499","MNE","Montenegro","2007","615084",
"25","Total population, pers.","Total population","Persons","499","MNE","Montenegro","2008","616350",
"25","Total population, pers.","Total population","Persons","499","MNE","Montenegro","2009","618079",
"25","Total population, pers.","Total population","Persons","499","MNE","Montenegro","2010","619426",
"25","Total population, pers.","Total population","Persons","499","MNE","Montenegro","2011","620079",
"25","Total population, pers.","Total population","Persons","499","MNE","Montenegro","2012","620601",
"25","Total population, pers.","Total population","Persons","499","MNE","Montenegro","2013","621207",
"25","Total population, pers.","Total population","Persons","499","MNE","Montenegro","2014","621810",
"25","Total population, pers.","Total population","Persons","499","MNE","Montenegro","2015","622159",
"25","Total population, pers.","Total population","Persons","499","MNE","Montenegro","2016","622303",
"25","Total population, pers.","Total population","Persons","499","MNE","Montenegro","2017","622373",
"25","Total population, pers.","Total population","Persons","499","MNE","Montenegro","2018","622227",
"25","Total population, pers.","Total population","Persons","499","MNE","Montenegro","2019","622028",
"25","Total population, pers.","Total population","Persons","499","MNE","Montenegro","2020","621306",
"25","Total population, pers.","Total population","Persons","499","MNE","Montenegro","2021","619211",
"25","Total population, pers.","Total population","Persons","499","MNE","Montenegro","2022","..",
"25","Total population, pers.","Total population","Persons","499","MNE","Montenegro","2023","..",
"25","Total population, pers.","Total population","Persons","499","MNE","Montenegro","2024","..",
"25","Total population, pers.","Total population","Persons","528","NLD","Netherlands","2005","16319868",
"25","Total population, pers.","Total population","Persons","528","NLD","Netherlands","2006","16346101",
"25","Total population, pers.","Total population","Persons","528","NLD","Netherlands","2007","16381696",
"25","Total population, pers.","Total population","Persons","528","NLD","Netherlands","2008","16445593",
"25","Total population, pers.","Total population","Persons","528","NLD","Netherlands","2009","16530388",
"25","Total population, pers.","Total population","Persons","528","NLD","Netherlands","2010","16615394",
"25","Total population, pers.","Total population","Persons","528","NLD","Netherlands","2011","16693074",
"25","Total population, pers.","Total population","Persons","528","NLD","Netherlands","2012","16754962",
"25","Total population, pers.","Total population","Persons","528","NLD","Netherlands","2013","16804432",
"25","Total population, pers.","Total population","Persons","528","NLD","Netherlands","2014","16865008",
"25","Total population, pers.","Total population","Persons","528","NLD","Netherlands","2015","16939923",
"25","Total population, pers.","Total population","Persons","528","NLD","Netherlands","2016","17030314",
"25","Total population, pers.","Total population","Persons","528","NLD","Netherlands","2017","17131296",
"25","Total population, pers.","Total population","Persons","528","NLD","Netherlands","2018","17231624",
"25","Total population, pers.","Total population","Persons","528","NLD","Netherlands","2019","17344874",
"25","Total population, pers.","Total population","Persons","528","NLD","Netherlands","2020","17441500",
"25","Total population, pers.","Total population","Persons","528","NLD","Netherlands","2021","17533044",
"25","Total population, pers.","Total population","Persons","528","NLD","Netherlands","2022","17700982",
"25","Total population, pers.","Total population","Persons","528","NLD","Netherlands","2023","17877117",
"25","Total population, pers.","Total population","Persons","528","NLD","Netherlands","2024","17993485",
"25","Total population, pers.","Total population","Persons","807","MKD","North Macedonia","2005","2036855",
"25","Total population, pers.","Total population","Persons","807","MKD","North Macedonia","2006","2040228",
"25","Total population, pers.","Total population","Persons","807","MKD","North Macedonia","2007","2043559",
"25","Total population, pers.","Total population","Persons","807","MKD","North Macedonia","2008","2046898",
"25","Total population, pers.","Total population","Persons","807","MKD","North Macedonia","2009","2050671",
"25","Total population, pers.","Total population","Persons","807","MKD","North Macedonia","2010","2055004",
"25","Total population, pers.","Total population","Persons","807","MKD","North Macedonia","2011","2058539",
"25","Total population, pers.","Total population","Persons","807","MKD","North Macedonia","2012","2061044",
"25","Total population, pers.","Total population","Persons","807","MKD","North Macedonia","2013","2064032",
"25","Total population, pers.","Total population","Persons","807","MKD","North Macedonia","2014","2067471",
"25","Total population, pers.","Total population","Persons","807","MKD","North Macedonia","2015","2070226",
"25","Total population, pers.","Total population","Persons","807","MKD","North Macedonia","2016","2072490",
"25","Total population, pers.","Total population","Persons","807","MKD","North Macedonia","2017","2074502",
"25","Total population, pers.","Total population","Persons","807","MKD","North Macedonia","2018","2076217",
"25","Total population, pers.","Total population","Persons","807","MKD","North Macedonia","2019","2076694",
"25","Total population, pers.","Total population","Persons","807","MKD","North Macedonia","2020","2072531",
"25","Total population, pers.","Total population","Persons","807","MKD","North Macedonia","2021","1837114",
"25","Total population, pers.","Total population","Persons","807","MKD","North Macedonia","2022","..",
"25","Total population, pers.","Total population","Persons","807","MKD","North Macedonia","2023","..",
"25","Total population, pers.","Total population","Persons","807","MKD","North Macedonia","2024","..",
"25","Total population, pers.","Total population","Persons","578","NOR","Norway","2005","4623291",
"25","Total population, pers.","Total population","Persons","578","NOR","Norway","2006","4660677",
"25","Total population, pers.","Total population","Persons","578","NOR","Norway","2007","4709153",
"25","Total population, pers.","Total population","Persons","578","NOR","Norway","2008","4768212",
"25","Total population, pers.","Total population","Persons","578","NOR","Norway","2009","4828726",
"25","Total population, pers.","Total population","Persons","578","NOR","Norway","2010","4889252",
